age,job,marital,education,default,balance,housing,loan,month,duration,campaign,previous,deposit,binary_deposit,binary_default,binary_housing,binary_loan,balance_status,age_group
50,management,single,tertiary,no,592,no,no,8,7.42,4,0,no,0,0,0,0,medium,50
46,blue-collar,married,secondary,no,438,no,no,8,4.37,5,0,no,0,0,0,0,medium,40
35,technician,single,tertiary,no,0,no,no,8,2.93,3,0,no,0,0,0,0,negative,30
31,admin,married,tertiary,no,323,no,no,8,2.0,3,0,no,0,0,0,0,medium,30
51,blue-collar,married,primary,no,440,no,no,8,0.77,5,0,no,0,0,0,0,medium,50
32,housemaid,married,primary,no,727,no,no,8,1.13,4,0,no,0,0,0,0,high,30
54,technician,married,secondary,no,1349,no,no,8,11.62,6,0,no,0,0,0,0,high,50
58,blue-collar,married,secondary,no,1894,no,no,8,2.55,6,0,no,0,0,0,0,very high,50
31,housemaid,married,primary,no,0,yes,no,8,0.95,7,0,no,0,0,1,0,negative,30
32,technician,married,secondary,no,3275,no,no,8,5.43,4,0,no,0,0,0,0,very high,30
44,management,divorced,tertiary,no,935,no,no,8,1.17,5,0,no,0,0,0,0,high,40
46,management,divorced,tertiary,no,1297,no,no,8,11.93,3,0,yes,1,0,0,0,high,40
32,management,married,tertiary,no,312,no,no,8,1.12,4,0,no,0,0,0,0,medium,30
45,blue-collar,married,secondary,no,115,no,no,8,3.48,4,0,no,0,0,0,0,low,40
38,management,single,secondary,no,399,yes,no,8,6.12,4,0,no,0,0,1,0,medium,30
52,blue-collar,married,primary,no,2569,no,no,8,4.3,5,0,no,0,0,0,0,very high,50
32,technician,single,secondary,no,3297,no,no,8,1.65,2,0,no,0,0,0,0,very high,30
56,services,married,secondary,no,750,no,yes,8,1.53,3,0,no,0,0,0,1,high,50
35,management,married,tertiary,no,337,no,no,8,2.95,5,0,no,0,0,0,0,medium,30
54,technician,divorced,secondary,no,221,no,no,8,6.88,2,0,no,0,0,0,0,low,50
31,technician,single,secondary,no,388,no,no,8,2.4,2,0,no,0,0,0,0,medium,30
45,management,married,tertiary,no,0,no,no,8,1.7,4,0,no,0,0,0,0,negative,40
41,housemaid,married,secondary,no,13,no,no,8,2.58,4,0,no,0,0,0,0,low,40
34,technician,married,tertiary,no,116,no,no,8,2.42,2,0,no,0,0,0,0,low,30
39,management,married,tertiary,no,380,no,no,8,1.28,4,0,no,0,0,0,0,medium,30
46,technician,married,secondary,no,6086,no,no,8,3.5,2,0,no,0,0,0,0,very high,40
34,technician,married,secondary,no,50,no,no,8,1.77,3,0,no,0,0,0,0,low,30
49,entrepreneur,married,secondary,no,348,no,no,8,1.75,2,0,no,0,0,0,0,medium,40
32,technician,married,secondary,no,212,yes,no,8,1.63,2,0,no,0,0,1,0,low,30
35,management,married,tertiary,no,106,no,yes,8,9.8,2,0,no,0,0,0,1,low,30
53,management,married,tertiary,no,618,no,no,8,1.22,2,0,no,0,0,0,0,medium,50
36,management,single,tertiary,no,553,no,no,8,1.77,2,0,no,0,0,0,0,medium,30
49,blue-collar,married,primary,no,-232,no,yes,8,1.77,2,0,no,0,0,0,1,negative,40
32,self-employed,married,tertiary,no,1214,no,no,8,1.73,2,0,no,0,0,0,0,high,30
39,technician,divorced,secondary,no,454,no,no,8,1.22,2,0,no,0,0,0,0,medium,30
46,housemaid,divorced,primary,no,41,no,no,8,1.67,2,0,no,0,0,0,0,low,40
38,management,married,tertiary,no,1440,no,no,8,1.85,2,0,no,0,0,0,0,high,30
57,management,married,tertiary,no,2416,no,no,8,1.23,2,0,no,0,0,0,0,very high,50
44,technician,married,secondary,no,5163,no,no,8,0.8,2,0,no,0,0,0,0,very high,40
31,technician,married,tertiary,no,1496,yes,no,8,5.05,2,0,no,0,0,1,0,high,30
51,management,married,tertiary,no,385,no,no,8,0.65,2,0,no,0,0,0,0,medium,50
56,management,married,tertiary,no,705,no,yes,8,1.43,2,0,no,0,0,0,1,high,50
52,admin,married,secondary,no,347,no,no,8,3.62,2,0,no,0,0,0,0,medium,50
35,technician,single,tertiary,no,2277,no,yes,8,0.92,2,0,no,0,0,0,1,very high,30
47,management,married,tertiary,no,838,no,no,8,1.2,3,0,no,0,0,0,0,high,40
30,technician,married,secondary,no,274,yes,yes,8,1.62,2,0,no,0,0,1,1,medium,30
42,management,married,tertiary,no,687,no,no,8,11.12,2,0,no,0,0,0,0,high,40
38,management,married,tertiary,no,1100,no,yes,8,5.78,2,0,no,0,0,0,1,high,30
48,blue-collar,married,other,no,617,yes,no,8,0.55,2,0,no,0,0,1,0,medium,40
45,other,married,other,no,356,no,no,8,3.53,2,0,no,0,0,0,0,medium,40
46,management,married,tertiary,no,5108,no,no,8,2.75,4,0,no,0,0,0,0,very high,40
48,blue-collar,married,primary,no,476,no,no,8,14.27,3,0,yes,1,0,0,0,medium,40
34,management,divorced,tertiary,no,4231,yes,no,8,6.37,2,0,no,0,0,1,0,very high,30
31,management,married,tertiary,no,0,no,no,8,1.4,2,0,no,0,0,0,0,negative,30
55,management,married,tertiary,no,161,no,no,8,3.77,2,0,no,0,0,0,0,low,50
34,technician,married,secondary,no,268,no,no,8,0.78,4,0,no,0,0,0,0,medium,30
32,technician,single,secondary,no,321,yes,no,8,2.6,2,0,no,0,0,1,0,medium,30
35,technician,single,secondary,no,14,no,no,8,1.88,2,0,no,0,0,0,0,low,30
53,management,married,tertiary,no,657,no,no,8,2.45,2,0,no,0,0,0,0,medium,50
36,management,married,tertiary,no,9,no,no,8,6.43,4,0,yes,1,0,0,0,low,30
54,retired,married,secondary,no,2950,no,no,8,0.75,2,0,no,0,0,0,0,very high,50
33,technician,married,tertiary,no,8408,no,no,8,2.02,2,0,no,0,0,0,0,very high,30
55,technician,married,secondary,no,462,no,no,8,1.93,2,0,no,0,0,0,0,medium,50
30,entrepreneur,married,tertiary,no,5,no,no,8,2.1,2,0,no,0,0,0,0,low,30
30,student,single,tertiary,no,7513,no,no,8,4.48,2,0,no,0,0,0,0,very high,30
60,retired,married,primary,no,115,no,no,8,1.37,2,0,no,0,0,0,0,low,60
33,management,divorced,tertiary,no,348,no,no,8,1.18,2,0,no,0,0,0,0,medium,30
39,technician,married,secondary,no,394,no,no,8,3.63,2,0,no,0,0,0,0,medium,30
43,services,married,tertiary,no,2764,no,no,8,4.5,2,0,no,0,0,0,0,very high,40
39,technician,married,secondary,no,-112,no,yes,8,3.12,2,0,no,0,0,0,1,negative,30
31,management,single,tertiary,no,319,yes,no,8,9.42,2,0,no,0,0,1,0,medium,30
58,housemaid,divorced,primary,no,3568,no,no,8,3.77,2,0,no,0,0,0,0,very high,50
56,technician,married,secondary,no,944,no,no,8,2.87,4,0,no,0,0,0,0,high,50
35,technician,single,secondary,no,2,no,no,8,3.98,4,0,no,0,0,0,0,low,30
45,technician,married,secondary,no,1410,no,no,8,1.18,2,0,no,0,0,0,0,high,40
48,blue-collar,married,primary,no,3886,no,no,8,4.95,2,0,no,0,0,0,0,very high,40
56,blue-collar,married,secondary,no,2750,no,no,8,1.92,2,0,no,0,0,0,0,very high,50
32,management,divorced,tertiary,no,787,yes,no,8,1.2,2,0,no,0,0,1,0,high,30
32,management,single,secondary,no,67,no,no,8,0.92,2,0,no,0,0,0,0,low,30
56,retired,married,secondary,no,646,no,no,8,2.73,2,0,no,0,0,0,0,medium,50
44,technician,married,secondary,no,1879,yes,no,8,1.47,4,0,no,0,0,1,0,very high,40
31,management,single,tertiary,no,98,no,no,8,1.15,2,0,no,0,0,0,0,low,30
37,technician,married,secondary,no,3043,no,no,8,2.05,4,0,no,0,0,0,0,very high,30
46,technician,married,tertiary,no,405,no,no,8,2.3,3,0,no,0,0,0,0,medium,40
45,technician,married,secondary,no,1395,yes,no,8,4.05,4,0,no,0,0,1,0,high,40
30,technician,married,tertiary,no,564,yes,no,8,2.77,2,0,no,0,0,1,0,medium,30
27,admin,married,tertiary,no,174,yes,yes,8,1.37,2,0,no,0,0,1,1,low,20
60,management,married,tertiary,no,371,no,yes,8,1.7,8,0,no,0,0,0,1,medium,60
52,blue-collar,married,primary,no,0,no,no,8,2.98,4,0,no,0,0,0,0,negative,50
36,management,single,tertiary,no,0,no,no,8,1.8,2,0,no,0,0,0,0,negative,30
30,technician,single,secondary,no,44,no,no,8,3.12,2,0,no,0,0,0,0,low,30
39,technician,married,tertiary,no,-276,no,yes,8,2.02,4,0,no,0,0,0,1,negative,30
50,blue-collar,married,primary,no,2167,no,no,8,2.05,2,0,no,0,0,0,0,very high,50
31,management,single,tertiary,no,69,no,no,8,4.28,2,0,no,0,0,0,0,low,30
37,management,single,tertiary,no,340,no,no,8,1.5,4,0,no,0,0,0,0,medium,30
40,management,divorced,tertiary,no,99,no,no,8,4.58,2,0,no,0,0,0,0,low,40
33,management,married,tertiary,no,644,no,no,8,1.65,2,0,no,0,0,0,0,medium,30
58,other,married,primary,no,15,no,no,8,0.95,2,0,no,0,0,0,0,low,50
30,management,single,secondary,no,0,no,no,8,1.68,5,0,no,0,0,0,0,negative,30
34,management,married,tertiary,no,5665,no,no,8,1.2,4,0,no,0,0,0,0,very high,30
59,retired,married,tertiary,no,3843,no,no,8,1.73,4,0,no,0,0,0,0,very high,50
55,technician,married,secondary,no,756,no,no,8,3.5,3,0,no,0,0,0,0,high,50
30,technician,single,tertiary,no,699,yes,no,8,3.55,4,0,no,0,0,1,0,high,30
30,management,married,tertiary,no,131,yes,no,8,6.4,6,0,yes,1,0,1,0,low,30
58,retired,married,other,no,0,no,no,8,4.55,2,0,no,0,0,0,0,negative,50
31,technician,single,secondary,no,7567,no,no,8,1.17,2,0,no,0,0,0,0,very high,30
50,blue-collar,married,secondary,no,235,no,no,8,1.18,2,0,no,0,0,0,0,low,50
31,technician,single,tertiary,no,1463,no,no,8,1.62,2,0,no,0,0,0,0,high,30
33,housemaid,married,primary,no,0,no,no,8,3.95,2,0,no,0,0,0,0,negative,30
34,technician,single,tertiary,no,370,no,no,8,1.93,2,0,no,0,0,0,0,medium,30
31,technician,single,tertiary,no,614,no,no,8,1.2,4,0,no,0,0,0,0,medium,30
46,self-employed,married,tertiary,no,2421,no,no,8,2.83,4,0,no,0,0,0,0,very high,40
30,management,single,tertiary,no,2123,no,no,8,3.62,2,0,no,0,0,0,0,very high,30
35,management,single,tertiary,no,361,yes,no,8,2.82,2,0,no,0,0,1,0,medium,30
49,services,married,secondary,no,112,no,no,8,1.62,2,0,no,0,0,0,0,low,40
45,blue-collar,married,primary,no,0,no,no,8,1.32,6,0,no,0,0,0,0,negative,40
31,management,single,tertiary,no,15,no,no,8,1.98,2,0,no,0,0,0,0,low,30
35,technician,single,tertiary,no,272,no,no,8,1.43,2,0,no,0,0,0,0,medium,30
54,management,married,tertiary,no,500,yes,no,8,0.93,4,0,no,0,0,1,0,medium,50
42,technician,married,secondary,no,5455,no,no,8,2.48,4,0,no,0,0,0,0,very high,40
34,technician,single,secondary,no,1763,no,no,8,4.1,2,0,no,0,0,0,0,very high,30
43,management,single,tertiary,no,0,no,no,8,2.58,2,0,no,0,0,0,0,negative,40
46,technician,divorced,secondary,yes,-11,no,no,8,2.32,2,0,no,0,1,0,0,negative,40
43,technician,divorced,secondary,no,159,no,no,8,2.67,2,0,no,0,0,0,0,low,40
47,blue-collar,married,primary,no,4520,no,no,8,5.93,2,0,no,0,0,0,0,very high,40
31,management,single,tertiary,no,448,yes,no,8,2.25,2,0,no,0,0,1,0,medium,30
32,technician,married,secondary,no,3184,yes,no,8,2.25,2,0,no,0,0,1,0,very high,30
35,technician,married,secondary,no,0,no,no,8,5.15,2,0,no,0,0,0,0,negative,30
46,self-employed,married,secondary,no,942,no,no,8,0.88,4,0,no,0,0,0,0,high,40
59,retired,married,secondary,no,997,no,yes,8,4.17,4,0,no,0,0,0,1,high,50
30,management,single,tertiary,no,4889,no,no,8,9.08,2,0,yes,1,0,0,0,very high,30
34,technician,divorced,secondary,no,259,no,no,8,5.27,2,0,no,0,0,0,0,medium,30
53,services,married,secondary,no,1242,no,no,8,2.8,2,0,no,0,0,0,0,high,50
59,management,married,tertiary,no,518,no,no,8,3.83,2,0,no,0,0,0,0,medium,50
46,blue-collar,married,other,no,209,no,no,8,1.2,2,0,no,0,0,0,0,low,40
35,other,married,tertiary,no,1260,no,no,8,3.4,9,0,no,0,0,0,0,high,30
43,technician,divorced,secondary,no,1532,no,no,8,1.02,2,0,no,0,0,0,0,high,40
45,technician,married,tertiary,no,1780,no,no,8,0.87,4,0,no,0,0,0,0,very high,40
36,management,married,tertiary,no,-2,no,no,8,4.03,2,0,no,0,0,0,0,negative,30
30,technician,single,secondary,no,54,no,no,8,3.23,2,0,no,0,0,0,0,low,30
34,management,single,tertiary,no,-292,yes,no,8,1.85,2,0,no,0,0,1,0,negative,30
42,housemaid,married,primary,no,-209,no,yes,8,1.5,2,0,no,0,0,0,1,negative,40
60,retired,married,secondary,no,1210,no,no,8,3.85,2,0,no,0,0,0,0,high,60
52,other,married,primary,no,5521,no,no,8,2.1,4,0,no,0,0,0,0,very high,50
45,blue-collar,married,primary,no,2388,no,no,8,5.28,2,0,no,0,0,0,0,very high,40
33,technician,married,secondary,no,3470,no,no,8,4.75,2,0,no,0,0,0,0,very high,30
40,management,divorced,secondary,no,1148,yes,no,8,1.75,2,0,no,0,0,1,0,high,40
41,technician,single,secondary,no,214,no,no,8,3.8,2,0,no,0,0,0,0,low,40
33,management,married,tertiary,no,901,no,no,8,1.27,2,0,no,0,0,0,0,high,30
34,technician,married,secondary,no,1569,no,no,8,2.48,2,0,no,0,0,0,0,high,30
34,management,married,tertiary,no,0,no,no,8,5.52,2,0,no,0,0,0,0,negative,30
39,management,married,tertiary,no,246,no,no,8,1.43,2,0,no,0,0,0,0,low,30
46,admin,married,secondary,no,1804,no,no,8,1.33,2,0,no,0,0,0,0,very high,40
43,technician,married,secondary,no,7876,yes,no,8,3.48,2,0,no,0,0,1,0,very high,40
33,management,single,tertiary,no,1120,no,no,8,17.83,2,0,yes,1,0,0,0,high,30
57,housemaid,married,primary,no,2785,no,no,8,10.17,4,0,yes,1,0,0,0,very high,50
32,housemaid,married,tertiary,no,834,no,no,8,2.4,2,0,no,0,0,0,0,high,30
31,technician,single,tertiary,no,3194,no,no,8,2.33,2,0,no,0,0,0,0,very high,30
30,technician,married,secondary,no,671,no,no,8,1.6,2,0,no,0,0,0,0,high,30
46,technician,married,secondary,no,159,no,yes,8,2.32,4,0,no,0,0,0,1,low,40
60,management,single,tertiary,no,2190,no,no,8,10.02,2,0,no,0,0,0,0,very high,60
60,retired,married,secondary,no,-240,no,no,8,2.53,6,0,no,0,0,0,0,negative,60
33,management,single,tertiary,no,0,no,no,8,11.65,7,0,yes,1,0,0,0,negative,30
32,admin,married,secondary,no,344,yes,yes,8,4.25,15,0,no,0,0,1,1,medium,30
35,technician,married,tertiary,no,416,no,no,8,9.85,4,0,no,0,0,0,0,medium,30
59,blue-collar,married,primary,no,754,no,no,8,3.75,4,0,no,0,0,0,0,high,50
30,technician,married,tertiary,no,1045,no,no,8,1.08,4,0,no,0,0,0,0,high,30
47,blue-collar,married,primary,no,4040,no,no,8,0.88,5,0,no,0,0,0,0,very high,40
53,housemaid,married,primary,no,1869,no,no,8,1.7,4,0,no,0,0,0,0,very high,50
41,technician,divorced,tertiary,no,3465,yes,no,8,6.48,4,0,no,0,0,1,0,very high,40
45,blue-collar,married,secondary,no,751,no,no,8,2.93,4,0,no,0,0,0,0,high,40
35,management,married,tertiary,no,43,no,no,8,15.28,4,0,yes,1,0,0,0,low,30
32,unemployed,married,tertiary,no,1364,no,no,8,1.73,4,0,no,0,0,0,0,high,30
34,management,married,tertiary,no,1666,no,no,8,0.6,4,0,no,0,0,0,0,high,30
60,retired,married,primary,no,172,no,no,8,4.12,4,0,no,0,0,0,0,low,60
48,blue-collar,married,other,no,113,no,no,8,1.73,13,0,no,0,0,0,0,low,40
41,management,divorced,tertiary,no,4495,yes,no,8,0.92,5,0,no,0,0,1,0,very high,40
30,technician,single,secondary,no,3096,yes,no,8,4.53,4,0,no,0,0,1,0,very high,30
40,housemaid,married,secondary,no,116,no,no,8,18.32,4,0,no,0,0,0,0,low,40
37,admin,married,tertiary,no,801,no,no,8,5.52,7,0,no,0,0,0,0,high,30
33,management,married,tertiary,no,540,no,no,8,1.32,4,0,no,0,0,0,0,medium,30
45,technician,married,tertiary,no,548,no,no,8,1.8,4,0,no,0,0,0,0,medium,40
56,housemaid,married,other,no,1780,no,no,8,1.85,2,0,no,0,0,0,0,very high,50
46,management,single,tertiary,no,379,no,no,8,1.38,6,0,no,0,0,0,0,medium,40
46,blue-collar,married,other,no,8,no,no,8,1.32,6,0,no,0,0,0,0,low,40
51,technician,divorced,secondary,no,0,no,no,8,2.95,2,0,no,0,0,0,0,negative,50
36,management,single,tertiary,no,4123,no,no,8,2.43,2,0,no,0,0,0,0,very high,30
33,management,married,tertiary,no,752,yes,no,8,1.73,4,0,no,0,0,1,0,high,30
49,technician,divorced,tertiary,no,917,no,no,8,2.75,6,0,no,0,0,0,0,high,40
34,entrepreneur,married,secondary,no,223,no,yes,8,1.72,6,0,no,0,0,0,1,low,30
33,technician,divorced,secondary,no,370,yes,no,8,2.42,4,0,no,0,0,1,0,medium,30
57,blue-collar,married,primary,no,856,no,no,8,3.23,6,0,no,0,0,0,0,high,50
34,technician,married,tertiary,no,0,no,no,8,1.13,4,0,no,0,0,0,0,negative,30
55,housemaid,married,primary,no,578,no,no,8,3.15,2,0,no,0,0,0,0,medium,50
59,retired,married,secondary,no,1980,no,no,8,3.08,2,0,no,0,0,0,0,very high,50
32,technician,single,tertiary,no,300,no,no,8,2.72,2,0,no,0,0,0,0,medium,30
53,management,married,tertiary,no,0,no,no,8,10.13,2,0,yes,1,0,0,0,negative,50
36,management,single,tertiary,no,741,no,no,8,3.57,2,0,no,0,0,0,0,high,30
31,management,divorced,tertiary,no,416,no,no,8,0.55,2,0,no,0,0,0,0,medium,30
46,technician,divorced,secondary,no,256,no,no,8,1.75,2,0,no,0,0,0,0,low,40
58,management,married,tertiary,no,889,no,no,8,2.02,2,0,no,0,0,0,0,high,50
50,services,married,secondary,no,1,no,no,8,1.33,10,0,no,0,0,0,0,low,50
46,services,married,secondary,no,2703,no,no,8,3.52,6,0,no,0,0,0,0,very high,40
58,retired,married,primary,no,0,no,no,8,9.43,2,0,no,0,0,0,0,negative,50
31,management,single,tertiary,no,498,no,no,8,3.03,2,0,no,0,0,0,0,medium,30
49,services,married,secondary,no,653,no,no,8,5.28,2,0,no,0,0,0,0,medium,40
30,management,married,tertiary,no,2960,no,no,8,6.17,4,0,no,0,0,0,0,very high,30
37,management,single,secondary,no,24,yes,yes,8,3.87,4,0,no,0,0,1,1,low,30
59,services,married,secondary,no,108,no,no,8,2.0,4,0,no,0,0,0,0,low,50
43,technician,married,secondary,no,3723,yes,no,8,2.23,4,0,no,0,0,1,0,very high,40
38,technician,divorced,secondary,no,410,no,no,8,1.05,6,0,no,0,0,0,0,medium,30
55,technician,single,secondary,no,149,yes,no,8,1.72,15,0,no,0,0,1,0,low,50
30,management,single,tertiary,no,725,no,no,8,1.15,4,0,no,0,0,0,0,high,30
39,management,married,secondary,no,215,no,no,8,19.02,4,0,yes,1,0,0,0,low,30
33,management,married,tertiary,no,299,no,no,8,6.3,4,0,no,0,0,0,0,medium,30
48,blue-collar,married,secondary,no,794,no,no,8,2.25,6,0,no,0,0,0,0,high,40
41,management,married,secondary,no,456,yes,no,8,12.23,4,0,yes,1,0,1,0,medium,40
41,technician,single,secondary,no,134,no,yes,8,2.55,4,0,no,0,0,0,1,low,40
53,self-employed,married,tertiary,no,217,no,no,8,2.02,5,0,no,0,0,0,0,low,50
47,technician,married,tertiary,no,1127,no,no,8,2.22,6,0,no,0,0,0,0,high,40
55,blue-collar,married,primary,no,1512,no,no,8,4.37,4,0,no,0,0,0,0,high,50
32,management,single,secondary,no,2018,no,no,8,20.63,1,0,yes,1,0,0,0,very high,30
36,housemaid,single,secondary,no,28,no,yes,8,2.48,2,0,no,0,0,0,1,low,30
32,technician,married,secondary,no,999,no,no,8,6.37,3,0,no,0,0,0,0,high,30
40,technician,married,secondary,yes,32,yes,no,8,0.92,4,0,no,0,1,1,0,low,40
34,management,single,tertiary,no,421,no,no,8,6.38,3,0,no,0,0,0,0,medium,30
37,technician,married,tertiary,yes,-681,yes,yes,8,4.67,3,0,no,0,1,1,1,negative,30
34,management,married,tertiary,no,1273,no,no,8,1.55,2,0,no,0,0,0,0,high,30
32,management,married,tertiary,no,713,yes,no,8,1.27,7,0,no,0,0,1,0,high,30
35,management,married,tertiary,no,569,no,no,8,2.02,3,0,no,0,0,0,0,medium,30
38,self-employed,single,tertiary,no,982,no,no,8,2.93,3,0,no,0,0,0,0,high,30
37,management,married,tertiary,no,0,no,no,8,3.12,4,0,no,0,0,0,0,negative,30
53,management,divorced,secondary,no,112,no,yes,8,4.1,3,0,no,0,0,0,1,low,50
48,technician,divorced,secondary,no,353,no,no,8,2.2,1,0,no,0,0,0,0,medium,40
35,technician,married,tertiary,no,22,no,no,8,1.82,1,0,no,0,0,0,0,low,30
30,management,single,tertiary,no,1191,no,no,8,6.35,4,0,no,0,0,0,0,high,30
31,management,married,tertiary,no,4945,no,no,8,7.42,1,0,no,0,0,0,0,very high,30
40,technician,married,secondary,no,4186,no,no,8,2.15,1,0,no,0,0,0,0,very high,40
47,services,married,primary,no,206,no,no,8,1.18,3,0,no,0,0,0,0,low,40
35,technician,married,secondary,no,289,yes,no,8,1.33,10,0,no,0,0,1,0,medium,30
31,management,married,secondary,no,0,no,no,8,12.0,1,0,yes,1,0,0,0,negative,30
35,management,single,tertiary,yes,-1980,yes,yes,8,3.78,1,0,no,0,1,1,1,negative,30
30,technician,single,tertiary,no,2784,no,no,8,2.68,1,0,no,0,0,0,0,very high,30
42,management,married,tertiary,no,187,no,no,8,1.07,1,0,no,0,0,0,0,low,40
32,technician,single,tertiary,no,741,yes,no,8,3.97,1,0,no,0,0,1,0,high,30
45,admin,married,secondary,no,111,yes,no,8,2.88,1,0,no,0,0,1,0,low,40
33,technician,married,secondary,no,1166,no,no,8,1.5,3,0,no,0,0,0,0,high,30
59,blue-collar,married,primary,no,914,no,no,8,2.32,8,0,no,0,0,0,0,high,50
37,management,married,tertiary,no,2672,yes,no,8,9.15,1,0,no,0,0,1,0,very high,30
40,self-employed,married,tertiary,no,271,yes,no,8,4.42,4,0,no,0,0,1,0,medium,40
32,technician,single,tertiary,no,1100,yes,yes,8,1.12,1,0,no,0,0,1,1,high,30
32,management,married,tertiary,no,1086,no,no,8,6.32,3,0,no,0,0,0,0,high,30
31,blue-collar,married,secondary,no,-204,yes,yes,8,7.15,7,0,no,0,0,1,1,negative,30
33,technician,married,tertiary,no,2586,no,no,8,1.95,3,0,no,0,0,0,0,very high,30
37,technician,single,secondary,no,4,no,no,8,15.55,1,0,yes,1,0,0,0,low,30
59,retired,married,primary,yes,-13,no,no,8,1.28,1,0,no,0,1,0,0,negative,50
32,management,married,tertiary,no,1208,no,no,8,3.68,3,0,no,0,0,0,0,high,30
30,technician,single,tertiary,no,4459,no,no,8,2.48,2,0,no,0,0,0,0,very high,30
38,technician,married,tertiary,no,-3,no,no,8,2.47,3,0,no,0,0,0,0,negative,30
52,admin,married,secondary,no,7742,no,no,8,2.48,3,0,no,0,0,0,0,very high,50
32,housemaid,married,secondary,no,3832,no,no,8,1.33,3,0,no,0,0,0,0,very high,30
37,management,married,tertiary,no,825,yes,no,8,3.57,5,0,no,0,0,1,0,high,30
34,technician,single,secondary,no,4676,no,no,8,4.13,3,0,no,0,0,0,0,very high,30
30,management,single,tertiary,no,6493,no,no,8,2.2,5,0,no,0,0,0,0,very high,30
33,technician,single,tertiary,no,443,no,no,8,4.0,5,0,no,0,0,0,0,medium,30
32,technician,single,tertiary,no,543,no,no,8,6.42,3,0,no,0,0,0,0,medium,30
30,management,married,tertiary,no,1882,yes,no,8,4.15,5,0,no,0,0,1,0,very high,30
43,unemployed,married,secondary,no,223,no,no,8,3.33,4,0,no,0,0,0,0,low,40
31,technician,single,secondary,no,2,no,yes,8,1.73,4,0,no,0,0,0,1,low,30
43,management,married,secondary,no,2411,yes,no,8,2.07,7,0,no,0,0,1,0,very high,40
31,management,married,tertiary,no,3739,no,no,8,1.95,3,0,no,0,0,0,0,very high,30
31,self-employed,single,secondary,no,762,no,no,8,5.2,3,0,no,0,0,0,0,high,30
47,services,married,secondary,no,24,no,no,8,4.52,3,0,no,0,0,0,0,low,40
49,management,married,tertiary,no,4594,no,no,8,2.62,3,0,no,0,0,0,0,very high,40
32,management,single,tertiary,no,1434,no,no,8,19.07,3,0,no,0,0,0,0,high,30
30,technician,single,tertiary,no,290,no,no,8,8.08,5,0,no,0,0,0,0,medium,30
56,services,divorced,secondary,no,476,no,no,8,1.12,7,0,no,0,0,0,0,medium,50
59,technician,married,secondary,no,478,no,no,8,1.8,5,0,no,0,0,0,0,medium,50
47,retired,married,secondary,no,-71,yes,no,8,4.88,5,0,no,0,0,1,0,negative,40
30,technician,married,tertiary,no,8351,no,no,8,5.75,3,0,no,0,0,0,0,very high,30
50,blue-collar,married,primary,no,0,no,no,8,1.2,5,0,no,0,0,0,0,negative,50
42,management,married,tertiary,no,1161,no,no,8,1.68,5,0,no,0,0,0,0,high,40
53,self-employed,married,primary,no,2639,no,no,8,5.07,4,0,no,0,0,0,0,very high,50
51,blue-collar,married,primary,no,541,no,no,8,11.05,3,0,yes,1,0,0,0,medium,50
43,management,married,tertiary,no,8,no,no,8,1.58,4,0,no,0,0,0,0,low,40
36,technician,divorced,secondary,no,487,no,yes,8,4.47,3,0,no,0,0,0,1,medium,30
31,technician,married,secondary,no,30,no,no,8,2.22,5,0,no,0,0,0,0,low,30
55,other,married,secondary,no,1785,no,no,8,5.65,3,0,no,0,0,0,0,very high,50
34,management,married,tertiary,no,519,no,no,8,0.95,3,0,no,0,0,0,0,medium,30
37,technician,married,secondary,no,5287,yes,yes,8,3.48,2,0,no,0,0,1,1,very high,30
40,management,divorced,tertiary,no,3426,no,no,8,1.57,3,0,no,0,0,0,0,very high,40
41,management,married,tertiary,no,0,no,no,8,20.7,5,0,yes,1,0,0,0,negative,40
59,retired,married,tertiary,no,1296,no,no,8,14.37,11,0,no,0,0,0,0,high,50
55,services,married,secondary,no,2120,no,no,8,3.93,3,0,no,0,0,0,0,very high,50
39,technician,married,secondary,no,3663,no,no,8,3.83,3,0,no,0,0,0,0,very high,30
35,technician,single,secondary,no,354,no,no,8,7.4,3,0,yes,1,0,0,0,medium,30
59,retired,married,secondary,no,5219,no,no,8,3.98,3,0,no,0,0,0,0,very high,50
48,blue-collar,married,primary,no,719,no,yes,8,6.97,5,0,yes,1,0,0,1,high,40
46,technician,divorced,tertiary,no,0,yes,no,8,4.15,5,0,no,0,0,1,0,negative,40
50,self-employed,married,secondary,no,111,no,no,8,4.62,3,0,no,0,0,0,0,low,50
35,management,single,tertiary,no,863,no,no,8,8.02,2,0,no,0,0,0,0,high,30
53,retired,divorced,secondary,no,451,no,yes,8,4.62,5,0,no,0,0,0,1,medium,50
34,management,married,tertiary,no,1054,no,no,8,1.68,3,0,no,0,0,0,0,high,30
44,technician,divorced,secondary,no,12,no,no,8,4.92,3,0,no,0,0,0,0,low,40
30,technician,single,secondary,no,3927,yes,no,8,4.12,1,0,no,0,0,1,0,very high,30
53,blue-collar,married,primary,no,1301,no,no,8,2.73,1,0,no,0,0,0,0,high,50
58,retired,married,secondary,no,11,no,no,8,4.5,1,0,no,0,0,0,0,low,50
34,management,married,tertiary,no,828,no,yes,8,18.0,3,0,yes,1,0,0,1,high,30
38,technician,married,tertiary,no,-267,no,no,8,3.67,1,0,no,0,0,0,0,negative,30
